Seed,Network_Type,N_max,Epoch,Base_Loss,Size_Loss,Hidden_Layer_Size,Learning_Rate,Num_Epochs,Size_Influence
9,Spiral_Grown,10,0,1.6563622951507568,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,100,1.547358751296997,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,200,1.4629180431365967,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,300,1.3761283159255981,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,400,1.317087173461914,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,500,1.287487268447876,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,600,1.2742258310317993,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,700,1.2664164304733276,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,800,1.2589763402938843,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,900,1.2500859498977661,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1000,1.2389827966690063,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1100,1.2240417003631592,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1200,1.203005313873291,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1300,1.1749207973480225,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1400,1.1404134035110474,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1500,1.100792646408081,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1600,1.0576791763305664,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1700,1.013070821762085,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1800,0.9692322611808777,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,1900,0.9280633926391602,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2000,0.8905553817749023,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2100,0.8568391799926758,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2200,0.8265487551689148,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2300,0.7991477251052856,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2400,0.7741249203681946,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2500,0.7510904669761658,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2600,0.7297973036766052,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2700,0.7101005911827087,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2800,0.6918847560882568,0.0,[1.],0.001,5000,0.01
9,Spiral_Grown,10,2900,0.6750139594078064,0.0,[1.],0.001,5000,0.01
