Network_Type,Epoch,Base_Loss,Learning_Rate,Num_Epochs,Size_Influence
Bessel_Grown,0,0.47441378235816956,0.001,5000,0.01
Bessel_Grown,100,0.3604196608066559,0.001,5000,0.01
Bessel_Grown,200,0.35094645619392395,0.001,5000,0.01
Bessel_Grown,300,0.33504346013069153,0.001,5000,0.01
Bessel_Grown,400,0.3062893748283386,0.001,5000,0.01
Bessel_Grown,500,0.2699742317199707,0.001,5000,0.01
Bessel_Grown,600,0.23192286491394043,0.001,5000,0.01
Bessel_Grown,700,0.19576029479503632,0.001,5000,0.01
Bessel_Grown,800,0.1639142781496048,0.001,5000,0.01
Bessel_Grown,900,0.13677318394184113,0.001,5000,0.01
Bessel_Grown,1000,0.113449826836586,0.001,5000,0.01
Bessel_Grown,1100,0.09317675232887268,0.001,5000,0.01
Bessel_Grown,1200,0.07567514479160309,0.001,5000,0.01
Bessel_Grown,1300,0.06088923290371895,0.001,5000,0.01
Bessel_Grown,1400,0.048572808504104614,0.001,5000,0.01
Bessel_Grown,1500,0.03833863139152527,0.001,5000,0.01
Bessel_Grown,1600,0.02999727427959442,0.001,5000,0.01
Bessel_Grown,1700,0.023615604266524315,0.001,5000,0.01
Bessel_Grown,1800,0.01910174824297428,0.001,5000,0.01
Bessel_Grown,1900,0.016008323058485985,0.001,5000,0.01
Bessel_Grown,2000,0.013791072182357311,0.001,5000,0.01
Bessel_Grown,2100,0.012057457119226456,0.001,5000,0.01
Bessel_Grown,2200,0.010607690550386906,0.001,5000,0.01
Bessel_Grown,2300,0.009367262944579124,0.001,5000,0.01
Bessel_Grown,2400,0.008311567828059196,0.001,5000,0.01
Bessel_Grown,2500,0.007421821355819702,0.001,5000,0.01
Bessel_Grown,2600,0.006676523480564356,0.001,5000,0.01
Bessel_Grown,2700,0.00605512922629714,0.001,5000,0.01
Bessel_Grown,2800,0.0055394466035068035,0.001,5000,0.01
Bessel_Grown,2900,0.00511347409337759,0.001,5000,0.01
Bessel_Grown,3000,0.0047630430199205875,0.001,5000,0.01
Bessel_Grown,3100,0.00447539146989584,0.001,5000,0.01
Bessel_Grown,3200,0.004238864406943321,0.001,5000,0.01
Bessel_Grown,3300,0.004042670130729675,0.001,5000,0.01
Bessel_Grown,3400,0.003876731963828206,0.001,5000,0.01
Bessel_Grown,3500,0.0037314912769943476,0.001,5000,0.01
Bessel_Grown,3600,0.0035975812934339046,0.001,5000,0.01
Bessel_Grown,3700,0.0034652608446776867,0.001,5000,0.01
Bessel_Grown,3800,0.0033244213555008173,0.001,5000,0.01
Bessel_Grown,3900,0.00316888396628201,0.001,5000,0.01
Bessel_Grown,4000,0.0030017532408237457,0.001,5000,0.01
Bessel_Grown,4100,0.002827366814017296,0.001,5000,0.01
Bessel_Grown,4200,0.002647757064551115,0.001,5000,0.01
Bessel_Grown,4300,0.002465114463120699,0.001,5000,0.01
Bessel_Grown,4400,0.0022816748823970556,0.001,5000,0.01
Bessel_Grown,4500,0.002099629258736968,0.001,5000,0.01
Bessel_Grown,4600,0.0019213884370401502,0.001,5000,0.01
Bessel_Grown,4700,0.0017496553482487798,0.001,5000,0.01
Bessel_Grown,4800,0.001587265869602561,0.001,5000,0.01
Bessel_Grown,4900,0.001436750404536724,0.001,5000,0.01
Bessel_Growing,0,0.3663844168186188,0.001,5000,0.01
Bessel_Growing,100,0.3658031225204468,0.001,5000,0.01
Bessel_Growing,200,0.3585207164287567,0.001,5000,0.01
Bessel_Growing,300,0.3215528726577759,0.001,5000,0.01
Bessel_Growing,400,0.23889602720737457,0.001,5000,0.01
Bessel_Growing,500,0.15037594735622406,0.001,5000,0.01
Bessel_Growing,600,0.10334805399179459,0.001,5000,0.01
Bessel_Growing,700,0.08992994576692581,0.001,5000,0.01
Bessel_Growing,800,0.08041556924581528,0.001,5000,0.01
Bessel_Growing,900,0.07155603915452957,0.001,5000,0.01
Bessel_Growing,1000,0.06331773102283478,0.001,5000,0.01
Bessel_Growing,1100,0.05540626868605614,0.001,5000,0.01
Bessel_Growing,1200,0.04726656898856163,0.001,5000,0.01
Bessel_Growing,1300,0.03182940557599068,0.001,5000,0.01
Bessel_Growing,1400,0.011265191249549389,0.001,5000,0.01
Bessel_Growing,1500,0.006225639022886753,0.001,5000,0.01
Bessel_Growing,1600,0.004315117374062538,0.001,5000,0.01
Bessel_Growing,1700,0.00320434314198792,0.001,5000,0.01
Bessel_Growing,1800,0.0025023992639034986,0.001,5000,0.01
Bessel_Growing,1900,0.00206987583078444,0.001,5000,0.01
Bessel_Growing,2000,0.0018076739506796002,0.001,5000,0.01
Bessel_Growing,2100,0.0016437541926279664,0.001,5000,0.01
Bessel_Growing,2200,0.0015309038572013378,0.001,5000,0.01
Bessel_Growing,2300,0.0014423648826777935,0.001,5000,0.01
Bessel_Growing,2400,0.001367648015730083,0.001,5000,0.01
Bessel_Growing,2500,0.0013013696298003197,0.001,5000,0.01
Bessel_Growing,2600,0.0012406575260683894,0.001,5000,0.01
Bessel_Growing,2700,0.0011840352090075612,0.001,5000,0.01
Bessel_Growing,2800,0.0011305545922368765,0.001,5000,0.01
Bessel_Growing,2900,0.001079660258255899,0.001,5000,0.01
Bessel_Growing,3000,0.0010311255464330316,0.001,5000,0.01
Bessel_Growing,3100,0.0009846192551776767,0.001,5000,0.01
Bessel_Growing,3200,0.0009400492999702692,0.001,5000,0.01
Bessel_Growing,3300,0.0008974284864962101,0.001,5000,0.01
Bessel_Growing,3400,0.0008560609421692789,0.001,5000,0.01
Bessel_Growing,3500,0.0008166967891156673,0.001,5000,0.01
Bessel_Growing,3600,0.0007785393390804529,0.001,5000,0.01
Bessel_Growing,3700,0.000742211239412427,0.001,5000,0.01
Bessel_Growing,3800,0.0007073486922308803,0.001,5000,0.01
Bessel_Growing,3900,0.0006749077583663166,0.001,5000,0.01
Bessel_Growing,4000,0.0006425055908039212,0.001,5000,0.01
Bessel_Growing,4100,0.0006125080399215221,0.001,5000,0.01
Bessel_Growing,4200,0.000584088615141809,0.001,5000,0.01
Bessel_Growing,4300,0.000557250517886132,0.001,5000,0.01
Bessel_Growing,4400,0.0005320163327269256,0.001,5000,0.01
Bessel_Growing,4500,0.0005084277945570648,0.001,5000,0.01
Bessel_Growing,4600,0.00048599884030409157,0.001,5000,0.01
Bessel_Growing,4700,0.00046504559577442706,0.001,5000,0.01
Bessel_Growing,4800,0.0004454287700355053,0.001,5000,0.01
Bessel_Growing,4900,0.00042729670531116426,0.001,5000,0.01
Bessel_Grown,0,0.47441378235816956,0.001,5000,0.02
Bessel_Grown,100,0.3604196608066559,0.001,5000,0.02
Bessel_Grown,200,0.35094645619392395,0.001,5000,0.02
Bessel_Grown,300,0.33504346013069153,0.001,5000,0.02
Bessel_Grown,400,0.3062893748283386,0.001,5000,0.02
Bessel_Grown,500,0.2699742317199707,0.001,5000,0.02
Bessel_Grown,600,0.23192286491394043,0.001,5000,0.02
Bessel_Grown,700,0.19576029479503632,0.001,5000,0.02
Bessel_Grown,800,0.1639142781496048,0.001,5000,0.02
Bessel_Grown,900,0.13677318394184113,0.001,5000,0.02
Bessel_Grown,1000,0.113449826836586,0.001,5000,0.02
Bessel_Grown,1100,0.09317675232887268,0.001,5000,0.02
Bessel_Grown,1200,0.07567514479160309,0.001,5000,0.02
Bessel_Grown,1300,0.06088923290371895,0.001,5000,0.02
Bessel_Grown,1400,0.048572808504104614,0.001,5000,0.02
Bessel_Grown,1500,0.03833863139152527,0.001,5000,0.02
Bessel_Grown,1600,0.02999727427959442,0.001,5000,0.02
Bessel_Grown,1700,0.023615604266524315,0.001,5000,0.02
Bessel_Grown,1800,0.01910174824297428,0.001,5000,0.02
Bessel_Grown,1900,0.016008323058485985,0.001,5000,0.02
Bessel_Grown,2000,0.013791072182357311,0.001,5000,0.02
Bessel_Grown,2100,0.012057457119226456,0.001,5000,0.02
Bessel_Grown,2200,0.010607690550386906,0.001,5000,0.02
Bessel_Grown,2300,0.009367262944579124,0.001,5000,0.02
Bessel_Grown,2400,0.008311567828059196,0.001,5000,0.02
Bessel_Grown,2500,0.007421821355819702,0.001,5000,0.02
Bessel_Grown,2600,0.006676523480564356,0.001,5000,0.02
Bessel_Grown,2700,0.00605512922629714,0.001,5000,0.02
Bessel_Grown,2800,0.0055394466035068035,0.001,5000,0.02
Bessel_Grown,2900,0.00511347409337759,0.001,5000,0.02
Bessel_Grown,3000,0.0047630430199205875,0.001,5000,0.02
Bessel_Grown,3100,0.00447539146989584,0.001,5000,0.02
Bessel_Grown,3200,0.004238864406943321,0.001,5000,0.02
Bessel_Grown,3300,0.004042670130729675,0.001,5000,0.02
Bessel_Grown,3400,0.003876731963828206,0.001,5000,0.02
Bessel_Grown,3500,0.0037314912769943476,0.001,5000,0.02
Bessel_Grown,3600,0.0035975812934339046,0.001,5000,0.02
Bessel_Grown,3700,0.0034652608446776867,0.001,5000,0.02
Bessel_Grown,3800,0.0033244213555008173,0.001,5000,0.02
Bessel_Grown,3900,0.00316888396628201,0.001,5000,0.02
Bessel_Grown,4000,0.0030017532408237457,0.001,5000,0.02
Bessel_Grown,4100,0.002827366814017296,0.001,5000,0.02
Bessel_Grown,4200,0.002647757064551115,0.001,5000,0.02
Bessel_Grown,4300,0.002465114463120699,0.001,5000,0.02
Bessel_Grown,4400,0.0022816748823970556,0.001,5000,0.02
Bessel_Grown,4500,0.002099629258736968,0.001,5000,0.02
Bessel_Grown,4600,0.0019213884370401502,0.001,5000,0.02
Bessel_Grown,4700,0.0017496553482487798,0.001,5000,0.02
Bessel_Grown,4800,0.001587265869602561,0.001,5000,0.02
Bessel_Grown,4900,0.001436750404536724,0.001,5000,0.02
Bessel_Growing,0,0.3663844168186188,0.001,5000,0.02
Bessel_Growing,100,0.3658031225204468,0.001,5000,0.02
Bessel_Growing,200,0.3585207164287567,0.001,5000,0.02
Bessel_Growing,300,0.3215528726577759,0.001,5000,0.02
Bessel_Growing,400,0.23889602720737457,0.001,5000,0.02
Bessel_Growing,500,0.15037594735622406,0.001,5000,0.02
Bessel_Growing,600,0.1033480316400528,0.001,5000,0.02
Bessel_Growing,700,0.08992994576692581,0.001,5000,0.02
Bessel_Growing,800,0.08041557669639587,0.001,5000,0.02
Bessel_Growing,900,0.07155603915452957,0.001,5000,0.02
Bessel_Growing,1000,0.06331773102283478,0.001,5000,0.02
Bessel_Growing,1100,0.0554082989692688,0.001,5000,0.02
Bessel_Growing,1200,0.04726655036211014,0.001,5000,0.02
Bessel_Growing,1300,0.03182913362979889,0.001,5000,0.02
Bessel_Growing,1400,0.011265072971582413,0.001,5000,0.02
Bessel_Growing,1500,0.006225797813385725,0.001,5000,0.02
Bessel_Growing,1600,0.004315129015594721,0.001,5000,0.02
Bessel_Growing,1700,0.003204393433406949,0.001,5000,0.02
Bessel_Growing,1800,0.0025024879723787308,0.001,5000,0.02
Bessel_Growing,1900,0.0020699044689536095,0.001,5000,0.02
Bessel_Growing,2000,0.0018077375134453177,0.001,5000,0.02
Bessel_Growing,2100,0.0016437518643215299,0.001,5000,0.02
Bessel_Growing,2200,0.0015305854612961411,0.001,5000,0.02
Bessel_Growing,2300,0.0014423036482185125,0.001,5000,0.02
Bessel_Growing,2400,0.0013675811933353543,0.001,5000,0.02
Bessel_Growing,2500,0.0013013557763770223,0.001,5000,0.02
Bessel_Growing,2600,0.0012406553141772747,0.001,5000,0.02
Bessel_Growing,2700,0.0011840432416647673,0.001,5000,0.02
Bessel_Growing,2800,0.001130785676650703,0.001,5000,0.02
Bessel_Growing,2900,0.0010796759743243456,0.001,5000,0.02
Bessel_Growing,3000,0.0010311020305380225,0.001,5000,0.02
Bessel_Growing,3100,0.0009846248431131244,0.001,5000,0.02
Bessel_Growing,3200,0.0009400376002304256,0.001,5000,0.02
Bessel_Growing,3300,0.000897969352081418,0.001,5000,0.02
Bessel_Growing,3400,0.0008560261339880526,0.001,5000,0.02
Bessel_Growing,3500,0.0008166061597876251,0.001,5000,0.02
Bessel_Growing,3600,0.0007785361376591027,0.001,5000,0.02
Bessel_Growing,3700,0.0007421202608384192,0.001,5000,0.02
Bessel_Growing,3800,0.0007073227898217738,0.001,5000,0.02
Bessel_Growing,3900,0.0006742876139469445,0.001,5000,0.02
Bessel_Growing,4000,0.000642495637293905,0.001,5000,0.02
Bessel_Growing,4100,0.0006125899381004274,0.001,5000,0.02
Bessel_Growing,4200,0.000584087276365608,0.001,5000,0.02
Bessel_Growing,4300,0.0005574486567638814,0.001,5000,0.02
Bessel_Growing,4400,0.0005320014315657318,0.001,5000,0.02
Bessel_Growing,4500,0.0005082556162960827,0.001,5000,0.02
Bessel_Growing,4600,0.0004859787586610764,0.001,5000,0.02
Bessel_Growing,4700,0.00046502434997819364,0.001,5000,0.02
Bessel_Growing,4800,0.0004477266629692167,0.001,5000,0.02
Bessel_Growing,4900,0.00042698776815086603,0.001,5000,0.02
Bessel_Grown,0,0.47441378235816956,0.001,5000,0.03
Bessel_Grown,100,0.3604196608066559,0.001,5000,0.03
Bessel_Grown,200,0.35094645619392395,0.001,5000,0.03
Bessel_Grown,300,0.33504346013069153,0.001,5000,0.03
Bessel_Grown,400,0.3062893748283386,0.001,5000,0.03
Bessel_Grown,500,0.2699742317199707,0.001,5000,0.03
Bessel_Grown,600,0.23192286491394043,0.001,5000,0.03
Bessel_Grown,700,0.19576029479503632,0.001,5000,0.03
Bessel_Grown,800,0.1639142781496048,0.001,5000,0.03
Bessel_Grown,900,0.13677318394184113,0.001,5000,0.03
Bessel_Grown,1000,0.113449826836586,0.001,5000,0.03
Bessel_Grown,1100,0.09317675232887268,0.001,5000,0.03
Bessel_Grown,1200,0.07567514479160309,0.001,5000,0.03
Bessel_Grown,1300,0.06088923290371895,0.001,5000,0.03
Bessel_Grown,1400,0.048572808504104614,0.001,5000,0.03
Bessel_Grown,1500,0.03833863139152527,0.001,5000,0.03
Bessel_Grown,1600,0.02999727427959442,0.001,5000,0.03
Bessel_Grown,1700,0.023615604266524315,0.001,5000,0.03
Bessel_Grown,1800,0.01910174824297428,0.001,5000,0.03
Bessel_Grown,1900,0.016008323058485985,0.001,5000,0.03
Bessel_Grown,2000,0.013791072182357311,0.001,5000,0.03
Bessel_Grown,2100,0.012057457119226456,0.001,5000,0.03
Bessel_Grown,2200,0.010607690550386906,0.001,5000,0.03
Bessel_Grown,2300,0.009367262944579124,0.001,5000,0.03
Bessel_Grown,2400,0.008311567828059196,0.001,5000,0.03
Bessel_Grown,2500,0.007421821355819702,0.001,5000,0.03
Bessel_Grown,2600,0.006676523480564356,0.001,5000,0.03
Bessel_Grown,2700,0.00605512922629714,0.001,5000,0.03
Bessel_Grown,2800,0.0055394466035068035,0.001,5000,0.03
Bessel_Grown,2900,0.00511347409337759,0.001,5000,0.03
Bessel_Grown,3000,0.0047630430199205875,0.001,5000,0.03
Bessel_Grown,3100,0.00447539146989584,0.001,5000,0.03
Bessel_Grown,3200,0.004238864406943321,0.001,5000,0.03
Bessel_Grown,3300,0.004042670130729675,0.001,5000,0.03
Bessel_Grown,3400,0.003876731963828206,0.001,5000,0.03
