Network_Type,Epoch,Base_Loss,Learning_Rate,Num_Epochs,Size_Influence
Bessel_Grown,0,0.44544458389282227,0.001,5000,0.01
Bessel_Grown,100,0.37804046273231506,0.001,5000,0.01
Bessel_Grown,200,0.3720396161079407,0.001,5000,0.01
Bessel_Grown,300,0.3648149073123932,0.001,5000,0.01
Bessel_Grown,400,0.34639406204223633,0.001,5000,0.01
Bessel_Grown,500,0.3062400221824646,0.001,5000,0.01
Bessel_Grown,600,0.25580018758773804,0.001,5000,0.01
Bessel_Grown,700,0.20985294878482819,0.001,5000,0.01
Bessel_Grown,800,0.17006543278694153,0.001,5000,0.01
Bessel_Grown,900,0.13643889129161835,0.001,5000,0.01
Bessel_Grown,1000,0.10937037318944931,0.001,5000,0.01
Bessel_Grown,1100,0.08857162296772003,0.001,5000,0.01
Bessel_Grown,1200,0.07290956377983093,0.001,5000,0.01
Bessel_Grown,1300,0.06013242527842522,0.001,5000,0.01
Bessel_Grown,1400,0.048674456775188446,0.001,5000,0.01
Bessel_Grown,1500,0.03958440572023392,0.001,5000,0.01
Bessel_Grown,1600,0.0323643796145916,0.001,5000,0.01
Bessel_Grown,1700,0.02673274092376232,0.001,5000,0.01
Bessel_Grown,1800,0.0223944541066885,0.001,5000,0.01
Bessel_Grown,1900,0.01899847760796547,0.001,5000,0.01
Bessel_Grown,2000,0.016233069822192192,0.001,5000,0.01
Bessel_Grown,2100,0.013909490779042244,0.001,5000,0.01
Bessel_Grown,2200,0.011938213370740414,0.001,5000,0.01
Bessel_Grown,2300,0.01026929635554552,0.001,5000,0.01
Bessel_Grown,2400,0.008864011615514755,0.001,5000,0.01
Bessel_Grown,2500,0.007688014302402735,0.001,5000,0.01
Bessel_Grown,2600,0.006710723973810673,0.001,5000,0.01
Bessel_Grown,2700,0.0059049092233181,0.001,5000,0.01
Bessel_Grown,2800,0.005245737265795469,0.001,5000,0.01
Bessel_Grown,2900,0.00471000699326396,0.001,5000,0.01
Bessel_Grown,3000,0.004275855608284473,0.001,5000,0.01
Bessel_Grown,3100,0.003922946285456419,0.001,5000,0.01
Bessel_Grown,3200,0.003632935229688883,0.001,5000,0.01
Bessel_Grown,3300,0.003389819525182247,0.001,5000,0.01
Bessel_Grown,3400,0.003180173458531499,0.001,5000,0.01
Bessel_Grown,3500,0.0029930470045655966,0.001,5000,0.01
Bessel_Grown,3600,0.0028196549974381924,0.001,5000,0.01
Bessel_Grown,3700,0.0026529531460255384,0.001,5000,0.01
Bessel_Grown,3800,0.0024871258065104485,0.001,5000,0.01
Bessel_Grown,3900,0.002317009726539254,0.001,5000,0.01
Bessel_Grown,4000,0.002137541538104415,0.001,5000,0.01
Bessel_Grown,4100,0.0019438910530880094,0.001,5000,0.01
Bessel_Grown,4200,0.0017330439295619726,0.001,5000,0.01
Bessel_Grown,4300,0.0015067722415551543,0.001,5000,0.01
Bessel_Grown,4400,0.0012736101634800434,0.001,5000,0.01
Bessel_Grown,4500,0.001047494588419795,0.001,5000,0.01
Bessel_Grown,4600,0.0008429418667219579,0.001,5000,0.01
Bessel_Grown,4700,0.0006699731457047164,0.001,5000,0.01
Bessel_Grown,4800,0.0005321189528331161,0.001,5000,0.01
Bessel_Grown,4900,0.00042749562999233603,0.001,5000,0.01
Bessel_Growing,0,0.4767213463783264,0.001,5000,0.01
Bessel_Growing,100,0.41366592049598694,0.001,5000,0.01
Bessel_Growing,200,0.3678639829158783,0.001,5000,0.01
Bessel_Growing,300,0.36706411838531494,0.001,5000,0.01
Bessel_Growing,400,0.36006033420562744,0.001,5000,0.01
Bessel_Growing,500,0.3385239541530609,0.001,5000,0.01
Bessel_Growing,600,0.2908855974674225,0.001,5000,0.01
Bessel_Growing,700,0.2227453589439392,0.001,5000,0.01
Bessel_Growing,800,0.15616565942764282,0.001,5000,0.01
Bessel_Growing,900,0.10084199905395508,0.001,5000,0.01
Bessel_Growing,1000,0.06587406992912292,0.001,5000,0.01
Bessel_Growing,1100,0.0455903597176075,0.001,5000,0.01
Bessel_Growing,1200,0.033514782786369324,0.001,5000,0.01
Bessel_Growing,1300,0.025936709716916084,0.001,5000,0.01
Bessel_Growing,1400,0.02076771855354309,0.001,5000,0.01
Bessel_Growing,1500,0.016811871901154518,0.001,5000,0.01
Bessel_Growing,1600,0.013665270991623402,0.001,5000,0.01
Bessel_Growing,1700,0.011119878850877285,0.001,5000,0.01
Bessel_Growing,1800,0.008999147452414036,0.001,5000,0.01
Bessel_Growing,1900,0.00717695290222764,0.001,5000,0.01
Bessel_Growing,2000,0.005650033243000507,0.001,5000,0.01
Bessel_Growing,2100,0.004448472522199154,0.001,5000,0.01
Bessel_Growing,2200,0.0035519744269549847,0.001,5000,0.01
Bessel_Growing,2300,0.0029057429637759924,0.001,5000,0.01
Bessel_Growing,2400,0.0024388046003878117,0.001,5000,0.01
Bessel_Growing,2500,0.0020896007772535086,0.001,5000,0.01
Bessel_Growing,2600,0.001812410424463451,0.001,5000,0.01
Bessel_Growing,2700,0.001577479299157858,0.001,5000,0.01
Bessel_Growing,2800,0.0013692434877157211,0.001,5000,0.01
Bessel_Growing,2900,0.001180264400318265,0.001,5000,0.01
Bessel_Growing,3000,0.0010061125503852963,0.001,5000,0.01
Bessel_Growing,3100,0.0008450134191662073,0.001,5000,0.01
Bessel_Growing,3200,0.00070279830833897,0.001,5000,0.01
Bessel_Growing,3300,0.0005852986359968781,0.001,5000,0.01
Bessel_Growing,3400,0.0004891286371275783,0.001,5000,0.01
Bessel_Growing,3500,0.00041051418520510197,0.001,5000,0.01
Bessel_Growing,3600,0.0003460946900304407,0.001,5000,0.01
Bessel_Growing,3700,0.00029312874539755285,0.001,5000,0.01
Bessel_Growing,3800,0.00024987253709696233,0.001,5000,0.01
Bessel_Growing,3900,0.00021453788212966174,0.001,5000,0.01
Bessel_Growing,4000,0.0001863539800979197,0.001,5000,0.01
Bessel_Growing,4100,0.00016388775839004666,0.001,5000,0.01
Bessel_Growing,4200,0.0001462721556890756,0.001,5000,0.01
Bessel_Growing,4300,0.00013245591253507882,0.001,5000,0.01
Bessel_Growing,4400,0.00012174071162007749,0.001,5000,0.01
Bessel_Growing,4500,0.00011315009760437533,0.001,5000,0.01
Bessel_Growing,4600,0.00010621565888868645,0.001,5000,0.01
Bessel_Growing,4700,0.00010037145693786442,0.001,5000,0.01
Bessel_Growing,4800,9.530881652608514e-05,0.001,5000,0.01
Bessel_Growing,4900,9.076153946807608e-05,0.001,5000,0.01
Bessel_Grown,0,0.44544458389282227,0.001,5000,0.02
Bessel_Grown,100,0.37804046273231506,0.001,5000,0.02
Bessel_Grown,200,0.3720396161079407,0.001,5000,0.02
Bessel_Grown,300,0.3648149073123932,0.001,5000,0.02
Bessel_Grown,400,0.34639406204223633,0.001,5000,0.02
Bessel_Grown,500,0.3062400221824646,0.001,5000,0.02
Bessel_Grown,600,0.25580018758773804,0.001,5000,0.02
Bessel_Grown,700,0.20985294878482819,0.001,5000,0.02
Bessel_Grown,800,0.17006543278694153,0.001,5000,0.02
Bessel_Grown,900,0.13643889129161835,0.001,5000,0.02
Bessel_Grown,1000,0.10937037318944931,0.001,5000,0.02
Bessel_Grown,1100,0.08857162296772003,0.001,5000,0.02
Bessel_Grown,1200,0.07290956377983093,0.001,5000,0.02
Bessel_Grown,1300,0.06013242527842522,0.001,5000,0.02
Bessel_Grown,1400,0.048674456775188446,0.001,5000,0.02
Bessel_Grown,1500,0.03958440572023392,0.001,5000,0.02
Bessel_Grown,1600,0.0323643796145916,0.001,5000,0.02
Bessel_Grown,1700,0.02673274092376232,0.001,5000,0.02
Bessel_Grown,1800,0.0223944541066885,0.001,5000,0.02
Bessel_Grown,1900,0.01899847760796547,0.001,5000,0.02
Bessel_Grown,2000,0.016233069822192192,0.001,5000,0.02
Bessel_Grown,2100,0.013909490779042244,0.001,5000,0.02
Bessel_Grown,2200,0.011938213370740414,0.001,5000,0.02
Bessel_Grown,2300,0.01026929635554552,0.001,5000,0.02
Bessel_Grown,2400,0.008864011615514755,0.001,5000,0.02
Bessel_Grown,2500,0.007688014302402735,0.001,5000,0.02
Bessel_Grown,2600,0.006710723973810673,0.001,5000,0.02
Bessel_Grown,2700,0.0059049092233181,0.001,5000,0.02
Bessel_Grown,2800,0.005245737265795469,0.001,5000,0.02
Bessel_Grown,2900,0.00471000699326396,0.001,5000,0.02
Bessel_Grown,3000,0.004275855608284473,0.001,5000,0.02
Bessel_Grown,3100,0.003922946285456419,0.001,5000,0.02
Bessel_Grown,3200,0.003632935229688883,0.001,5000,0.02
Bessel_Grown,3300,0.003389819525182247,0.001,5000,0.02
Bessel_Grown,3400,0.003180173458531499,0.001,5000,0.02
Bessel_Grown,3500,0.0029930470045655966,0.001,5000,0.02
Bessel_Grown,3600,0.0028196549974381924,0.001,5000,0.02
Bessel_Grown,3700,0.0026529531460255384,0.001,5000,0.02
Bessel_Grown,3800,0.0024871258065104485,0.001,5000,0.02
Bessel_Grown,3900,0.002317009726539254,0.001,5000,0.02
Bessel_Grown,4000,0.002137541538104415,0.001,5000,0.02
Bessel_Grown,4100,0.0019438910530880094,0.001,5000,0.02
Bessel_Grown,4200,0.0017330439295619726,0.001,5000,0.02
Bessel_Grown,4300,0.0015067722415551543,0.001,5000,0.02
Bessel_Grown,4400,0.0012736101634800434,0.001,5000,0.02
Bessel_Grown,4500,0.001047494588419795,0.001,5000,0.02
Bessel_Grown,4600,0.0008429418667219579,0.001,5000,0.02
Bessel_Grown,4700,0.0006699731457047164,0.001,5000,0.02
Bessel_Grown,4800,0.0005321189528331161,0.001,5000,0.02
